Station name                                 	CSU_atmos
Sonde type                                   	RS92-SGP
Sonde serial number                          	J3713986
Release point latitude                       	40.58?N
Release point longitude                      	105.09?W
Release point height from sea level          	1529 m
Balloon release date and time                	2015-09-02T22:05:14
Reason for termination                       	ManualStop
System trademark and model                   	MW41
Terminating altitude                         	13834 m
Surface pressure                             	845.2 hPa
Surface temperature                          	31.9 ?C
Surface relative humidity                    	15 %
Surface wind speed                           	3.1 m/s
Surface wind direction                       	147?
Surface pressure                             	845.1 hPa
Average ascent rate                          	4.1 m/s
Sounding length                              	00:50:03 hh:mm:ss
P correction (Pref - P)                      	1.65 hPa
T correction (Tref - T)                      	-0.26 ?C 
U1 correction (Uref - U1)                    	-1.0 %Rh
U2 correction (Uref - U2)                    	-0.9 %Rh
T temperature                                	26.22 ?C
P pressure                                   	843.66 hPa
Pref pressure                                	845.31 hPa
Tref temperature                             	26.0 ?C
Uref humidity                                	Desiccant 0 %Rh
Software version                             	MW41 2.1.0
Height and pressure in messages is based on  	P Sensor

Elapsed time HeightMSL    Pm  Temp  Dewp    RH Speed   Dir AscRate    Lat      Lon GpsHeightMSL
        2188   10337.3 272.6 -38.6 -48.3  35.7  18.6 250.1     3.6 40.622 -104.851      10325.2
        2189   10341.3 272.4 -38.6 -48.3  35.5  18.6 250.1     3.9 40.622 -104.851      10328.9
        2190   10345.4 272.2 -38.6 -48.4  35.4  18.6 250.2     4.1 40.622 -104.851      10332.6
        2191   10349.4 272.1 -38.7 -48.5  35.3  18.6 250.3     4.0 40.622 -104.851      10336.5
        2192   10353.1 271.9 -38.7 -48.5  35.1  18.6 250.3     3.7 40.622 -104.851      10340.3
        2193   10356.6 271.8 -38.7 -48.6  34.7  18.6 250.4     3.5 40.622 -104.850      10343.9
        2194   10360.2 271.6 -38.7 -48.8  34.1  18.6 250.4     3.6 40.622 -104.850      10347.4
        2195   10363.8 271.5 -38.7 -49.0  33.3  18.7 250.5     3.6 40.622 -104.850      10351.1
        2196   10367.2 271.4 -38.8 -49.3  32.7  18.7 250.5     3.4 40.622 -104.850      10354.9
        2197   10370.8 271.2 -38.9 -49.4  32.4  18.7 250.6     3.5 40.622 -104.849      10358.5
        2198   10374.6 271.1 -38.9 -49.4  32.5  18.7 250.6     3.8 40.622 -104.849      10361.7
        2199   10378.4 270.9 -38.9 -49.3  33.0  18.7 250.6     3.9 40.622 -104.849      10365.2
        2200   10382.2 270.8 -38.9 -49.1  33.5  18.7 250.6     3.7 40.622 -104.849      10368.9
        2201   10385.8 270.6 -38.9 -49.0  33.9  18.7 250.7     3.6 40.622 -104.849      10373.0
        2202   10389.4 270.5 -39.0 -49.0  34.2  18.8 250.7     3.7 40.622 -104.848      10377.1
        2203   10393.1 270.3 -39.0 -49.0  34.4  18.8 250.7     3.7 40.622 -104.848      10381.0
        2204   10396.6 270.2 -39.0 -49.0  34.6  18.8 250.7     3.5 40.623 -104.848      10384.7
        2205   10399.8 270.1 -39.1 -48.9  34.9  18.8 250.7     3.2 40.623 -104.848      10388.4
        2206   10403.1 270.0 -39.1 -48.9  35.2  18.9 250.7     3.2 40.623 -104.848      10392.0
        2207   10406.6 269.8 -39.2 -48.9  35.5  18.9 250.7     3.6 40.623 -104.847      10395.4
        2208   10410.5 269.7 -39.2 -48.9  35.7  18.9 250.7     3.9 40.623 -104.847      10398.7
        2209   10414.5 269.5 -39.2 -48.9  35.7  18.9 250.7     4.0 40.623 -104.847      10402.1
        2210   10418.5 269.3 -39.3 -48.9  35.6  18.9 250.7     4.0 40.623 -104.847      10405.9
        2211   10422.4 269.2 -39.3 -48.9  35.6  19.0 250.7     3.9 40.623 -104.847      10409.8
        2212   10426.0 269.1 -39.3 -49.0  35.7  19.0 250.7     3.7 40.623 -104.846      10413.5
        2213   10429.4 268.9 -39.4 -49.0  35.8  19.0 250.7     3.4 40.623 -104.846      10417.1
        2214   10432.7 268.8 -39.4 -49.0  36.0  19.0 250.7     3.3 40.623 -104.846      10420.6
        2215   10436.2 268.7 -39.5 -49.0  36.0  19.0 250.7     3.4 40.623 -104.846      10424.1
        2216   10439.8 268.5 -39.5 -49.1  36.0  19.0 250.7     3.7 40.623 -104.845      10427.8
        2217   10443.6 268.4 -39.5 -49.1  36.0  19.0 250.7     3.8 40.623 -104.845      10431.4
        2218   10447.3 268.2 -39.5 -49.0  36.1  19.1 250.7     3.7 40.623 -104.845      10435.1
        2219   10450.9 268.1 -39.5 -49.0  36.1  19.1 250.7     3.6 40.623 -104.845      10438.8
        2220   10454.5 267.9 -39.5 -49.0  36.0  19.1 250.7     3.6 40.623 -104.845      10442.5
        2221   10458.1 267.8 -39.6 -49.1  35.7  19.1 250.7     3.6 40.623 -104.844      10446.0
        2222   10461.7 267.7 -39.6 -49.3  35.4  19.1 250.7     3.6 40.624 -104.844      10449.6
        2223   10465.3 267.5 -39.7 -49.4  35.1  19.0 250.7     3.6 40.624 -104.844      10453.2
        2224   10469.0 267.4 -39.7 -49.5  35.0  19.0 250.6     3.7 40.624 -104.844      10456.9
        2225   10472.8 267.2 -39.7 -49.5  35.1  19.0 250.6     3.8 40.624 -104.844      10460.7
        2226   10476.6 267.1 -39.8 -49.5  35.2  19.0 250.6     3.8 40.624 -104.843      10464.4
        2227   10480.2 266.9 -39.8 -49.5  35.3  19.0 250.6     3.6 40.624 -104.843      10467.7
        2228   10483.8 266.8 -39.8 -49.5  35.3  19.0 250.6     3.5 40.624 -104.843      10470.8
        2229   10487.3 266.7 -39.8 -49.5  35.2  19.0 250.5     3.5 40.624 -104.843      10474.1
        2230   10490.9 266.5 -39.8 -49.5  35.1  19.0 250.5     3.7 40.624 -104.842      10477.8
        2231   10494.8 266.4 -39.8 -49.6  35.1  19.0 250.5     3.9 40.624 -104.842      10481.6
        2232   10498.8 266.2 -39.9 -49.6  35.2  19.0 250.5     3.9 40.624 -104.842      10485.6
        2233   10502.4 266.1 -39.9 -49.6  35.3  19.0 250.4     3.6 40.624 -104.842      10489.7
        2234   10505.9 265.9 -39.9 -49.6  35.4  19.0 250.4     3.5 40.624 -104.842      10493.8
        2235   10509.5 265.8 -39.9 -49.5  35.5  19.0 250.3     3.6 40.624 -104.841      10497.5
        2236   10513.3 265.6 -39.9 -49.5  35.6  19.0 250.3     3.8 40.624 -104.841      10501.1
        2237   10517.0 265.5 -40.0 -49.5  35.8  19.0 250.3     3.7 40.624 -104.841      10504.4
        2238   10520.6 265.4 -40.0 -49.5  35.9  19.0 250.2     3.6 40.624 -104.841      10508.0
        2239   10524.1 265.2 -40.1 -49.5  36.0  19.0 250.2     3.5 40.625 -104.841      10511.8
        2240   10527.5 265.1 -40.1 -49.6  36.1  19.0 250.1     3.5 40.625 -104.840      10515.6
        2241   10531.2 264.9 -40.1 -49.6  36.1  19.0 250.1     3.7 40.625 -104.840      10519.4
        2242   10535.1 264.8 -40.1 -49.6  36.1  19.0 250.0     3.8 40.625 -104.840      10522.9
        2243   10539.0 264.6 -40.2 -49.7  36.0  19.0 250.0     3.9 40.625 -104.840      10526.6
        2244   10542.9 264.5 -40.2 -49.8  35.7  19.1 249.9     4.0 40.625 -104.840      10530.5
        2245   10546.8 264.3 -40.2 -49.9  35.3  19.1 249.9     3.9 40.625 -104.839      10534.3
        2246   10550.6 264.2 -40.3 -50.0  34.9  19.1 249.8     3.8 40.625 -104.839      10538.0
        2247   10554.4 264.0 -40.3 -50.1  34.8  19.1 249.8     3.7 40.625 -104.839      10541.6
        2248   10558.1 263.9 -40.3 -50.0  35.1  19.1 249.7     3.7 40.625 -104.839      10545.4
        2249   10561.8 263.8 -40.4 -49.9  35.7  19.2 249.7     3.7 40.625 -104.839      10549.4
        2250   10565.7 263.6 -40.4 -49.8  36.2  19.2 249.6     3.9 40.625 -104.838      10553.6
        2251   10569.8 263.4 -40.4 -49.8  36.6  19.2 249.6     4.1 40.625 -104.838      10557.9
        2252   10574.0 263.3 -40.5 -49.8  36.7  19.2 249.5     4.2 40.625 -104.838      10562.0
        2253   10578.1 263.1 -40.5 -49.8  36.8  19.2 249.4     4.1 40.625 -104.838      10565.9
        2254   10582.3 263.0 -40.5 -49.8  36.8  19.3 249.4     4.1 40.625 -104.837      10569.7
        2255   10586.4 262.8 -40.6 -49.8  36.8  19.3 249.3     4.1 40.625 -104.837      10573.7
        2256   10590.3 262.7 -40.6 -49.9  36.7  19.3 249.2     4.0 40.626 -104.837      10577.9
        2257   10594.2 262.5 -40.6 -49.9  36.6  19.3 249.2     3.8 40.626 -104.837      10581.9
        2258   10598.0 262.4 -40.7 -50.0  36.6  19.4 249.1     3.8 40.626 -104.837      10585.7
        2259   10601.8 262.2 -40.7 -50.0  36.5  19.4 249.0     3.8 40.626 -104.836      10589.5
        2260   10605.5 262.1 -40.8 -50.0  36.6  19.4 249.0     3.8 40.626 -104.836      10593.2
        2261   10609.3 261.9 -40.8 -50.0  36.8  19.4 248.9     3.8 40.626 -104.836      10597.0
        2262   10613.1 261.8 -40.8 -50.0  36.9  19.5 248.8     3.8 40.626 -104.836      10600.9
        2263   10617.1 261.6 -40.9 -50.0  37.1  19.5 248.8     4.0 40.626 -104.836      10604.9
        2264   10621.0 261.5 -40.9 -50.0  37.3  19.5 248.7     3.9 40.626 -104.835      10609.0
        2265   10624.8 261.3 -41.0 -50.0  37.5  19.6 248.6     3.8 40.626 -104.835      10613.2
        2266   10628.6 261.2 -41.0 -50.0  37.6  19.6 248.6     3.9 40.626 -104.835      10617.3
        2267   10632.8 261.0 -41.0 -50.0  37.8  19.6 248.5     4.1 40.626 -104.835      10621.2
        2268   10637.1 260.9 -41.1 -50.0  37.9  19.7 248.4     4.3 40.626 -104.834      10625.2
        2269   10641.5 260.7 -41.1 -50.0  38.0  19.7 248.3     4.4 40.626 -104.834      10629.5
        2270   10646.2 260.5 -41.1 -50.1  37.8  19.7 248.3     4.6 40.626 -104.834      10634.0
        2271   10651.1 260.3 -41.2 -50.2  37.6  19.8 248.2     5.0 40.626 -104.834      10639.0
        2272   10656.2 260.1 -41.2 -50.3  37.3  19.8 248.2     5.1 40.627 -104.834      10644.1
        2273   10661.1 259.9 -41.3 -50.4  37.0  19.9 248.1     4.9 40.627 -104.833      10649.0
        2274   10665.5 259.8 -41.3 -50.5  36.9  19.9 248.1     4.4 40.627 -104.833      10653.5
        2275   10669.5 259.6 -41.3 -50.5  36.8  20.0 248.0     4.0 40.627 -104.833      10657.6
        2276   10673.5 259.5 -41.3 -50.5  36.8  20.0 248.0     4.0 40.627 -104.833      10661.5
        2277   10677.7 259.3 -41.4 -50.5  37.0  20.1 248.0     4.2 40.627 -104.833      10665.7
        2278   10682.1 259.1 -41.4 -50.5  37.1  20.1 247.9     4.4 40.627 -104.832      10669.9
        2279   10686.5 259.0 -41.5 -50.5  37.3  20.2 247.9     4.4 40.627 -104.832      10674.0
        2280   10690.8 258.8 -41.5 -50.6  37.3  20.3 247.9     4.3 40.627 -104.832      10678.0
        2281   10694.9 258.6 -41.6 -50.6  37.2  20.3 247.9     4.1 40.627 -104.832      10682.2
        2282   10698.9 258.5 -41.6 -50.7  37.1  20.4 247.9     4.0 40.627 -104.831      10686.4
        2283   10703.0 258.3 -41.6 -50.8  36.9  20.4 247.9     4.1 40.627 -104.831      10690.5
        2284   10707.3 258.2 -41.7 -50.9  36.6  20.5 248.0     4.3 40.627 -104.831      10694.8
        2285   10711.7 258.0 -41.7 -51.0  36.3  20.5 248.0     4.4 40.627 -104.831      10699.2
        2286   10715.9 257.8 -41.8 -51.1  36.1  20.6 248.0     4.2 40.628 -104.831      10703.5
        2287   10720.1 257.7 -41.8 -51.2  35.9  20.6 248.1     4.2 40.628 -104.830      10707.7
        2288   10724.6 257.5 -41.8 -51.2  35.8  20.7 248.1     4.5 40.628 -104.830      10711.9
        2289   10729.4 257.3 -41.9 -51.3  35.8  20.7 248.2     4.8 40.628 -104.830      10716.2
        2290   10734.1 257.1 -42.0 -51.3  35.8  20.8 248.2     4.7 40.628 -104.830      10720.6
        2291   10738.4 257.0 -42.0 -51.4  35.8  20.8 248.3     4.3 40.628 -104.829      10725.1
        2292   10742.5 256.8 -42.1 -51.4  35.8  20.9 248.4     4.1 40.628 -104.829      10729.2
        2293   10746.6 256.7 -42.1 -51.5  35.8  20.9 248.4     4.1 40.628 -104.829      10733.3
        2294   10750.8 256.5 -42.1 -51.5  35.5  21.0 248.5     4.2 40.628 -104.829      10737.4
        2295   10755.1 256.3 -42.1 -51.6  35.1  21.0 248.5     4.3 40.628 -104.828      10741.6
        2296   10759.6 256.2 -42.1 -51.7  34.6  21.1 248.6     4.5 40.628 -104.828      10746.3
        2297   10764.2 256.0 -42.1 -51.8  34.2  21.1 248.6     4.6 40.628 -104.828      10751.3
        2298   10768.7 255.8 -42.1 -51.9  33.9  21.1 248.7     4.5 40.628 -104.828      10756.2
        2299   10773.2 255.7 -42.1 -52.0  33.9  21.2 248.7     4.5 40.628 -104.828      10760.9
        2300   10777.9 255.5 -42.2 -52.0  34.0  21.2 248.7     4.6 40.628 -104.827      10765.3
        2301   10782.4 255.3 -42.3 -52.0  34.3  21.3 248.8     4.5 40.629 -104.827      10769.2
        2302   10786.5 255.2 -42.4 -52.0  34.7  21.3 248.8     4.1 40.629 -104.827      10772.9
        2303   10790.2 255.0 -42.4 -51.9  35.1  21.3 248.8     3.7 40.629 -104.827      10776.6
        2304   10793.9 254.9 -42.5 -51.9  35.5  21.4 248.7     3.8 40.629 -104.826      10780.5
        2305   10798.1 254.7 -42.6 -51.9  35.8  21.4 248.7     4.1 40.629 -104.826      10784.6
        2306   10802.5 254.6 -42.6 -51.9  35.9  21.5 248.7     4.4 40.629 -104.826      10788.5
        2307   10806.7 254.4 -42.6 -51.9  35.8  21.5 248.6     4.3 40.629 -104.826      10792.4
        2308   10810.8 254.2 -42.6 -52.0  35.7  21.5 248.6     4.1 40.629 -104.825      10796.4
        2309   10814.8 254.1 -42.6 -52.0  35.6  21.6 248.5     3.9 40.629 -104.825      10800.6
        2310   10818.6 254.0 -42.6 -52.0  35.6  21.6 248.4     3.9 40.629 -104.825      10804.9
        2311   10822.6 253.8 -42.6 -52.0  35.6  21.6 248.4     4.0 40.629 -104.825      10809.3
        2312   10826.9 253.6 -42.6 -52.0  35.6  21.6 248.3     4.3 40.629 -104.824      10813.8
        2313   10831.1 253.5 -42.7 -52.0  35.6  21.7 248.2     4.2 40.629 -104.824      10818.1
        2314   10835.1 253.3 -42.7 -52.1  35.7  21.7 248.1     3.9 40.629 -104.824      10822.1
        2315   10838.9 253.2 -42.8 -52.1  35.8  21.7 247.9     3.8 40.630 -104.824      10825.9
        2316   10842.8 253.0 -42.9 -52.1  36.0  21.8 247.8     4.0 40.630 -104.823      10829.7
        2317   10846.9 252.9 -42.9 -52.1  36.2  21.8 247.7     4.1 40.630 -104.823      10833.6
        2318   10850.9 252.7 -43.0 -52.1  36.4  21.8 247.6     4.0 40.630 -104.823      10837.6
        2319   10854.9 252.6 -43.0 -52.1  36.6  21.8 247.5     4.0 40.630 -104.823      10841.3
        2320   10859.1 252.4 -43.0 -52.1  36.9  21.8 247.4     4.1 40.630 -104.823      10844.9
        2321   10863.3 252.3 -43.1 -52.0  37.1  21.9 247.3     4.3 40.630 -104.822      10848.6
        2322   10867.8 252.1 -43.1 -52.0  37.4  21.9 247.2     4.4 40.630 -104.822      10852.6
        2323   10872.2 251.9 -43.2 -52.0  37.7  21.9 247.1     4.5 40.630 -104.822      10856.8
        2324   10876.5 251.8 -43.2 -51.9  38.1  21.9 247.0     4.3 40.630 -104.822      10860.8
        2325   10880.7 251.6 -43.2 -51.9  38.5  21.9 246.9     4.2 40.630 -104.821      10864.5
        2326   10884.9 251.5 -43.2 -51.8  38.9  21.9 246.8     4.2 40.630 -104.821      10868.5
        2327   10889.2 251.3 -43.3 -51.7  39.3  21.9 246.7     4.3 40.630 -104.821      10873.2
        2328   10893.4 251.1 -43.3 -51.6  39.9  21.9 246.6     4.2 40.631 -104.821      10878.4
        2329   10897.5 251.0 -43.3 -51.6  40.3  21.9 246.5     4.1 40.631 -104.820      10883.4
        2330   10901.8 250.8 -43.4 -51.5  40.7  21.9 246.4     4.3 40.631 -104.820      10888.2
        2331   10906.5 250.7 -43.4 -51.5  41.0  22.0 246.3     4.7 40.631 -104.820      10892.9
        2332   10911.4 250.5 -43.5 -51.5  41.1  22.0 246.3     4.9 40.631 -104.820      10897.7
        2333   10916.3 250.3 -43.5 -51.6  41.2  22.0 246.2     4.8 40.631 -104.819      10902.3
        2334   10920.9 250.1 -43.6 -51.6  41.1  22.0 246.1     4.6 40.631 -104.819      10906.5
        2335   10925.2 250.0 -43.6 -51.7  41.0  22.0 246.0     4.3 40.631 -104.819      10910.7
        2336   10929.3 249.8 -43.7 -51.7  40.9  22.0 246.0     4.1 40.631 -104.819      10914.9
        2337   10933.4 249.7 -43.7 -51.8  40.7  22.0 245.9     4.0 40.631 -104.818      10919.1
        2338   10937.4 249.5 -43.7 -51.9  40.5  22.0 245.8     4.0 40.631 -104.818      10923.4
        2339   10941.4 249.4 -43.8 -52.0  40.2  22.0 245.7     4.1 40.631 -104.818      10927.9
        2340   10945.6 249.2 -43.8 -52.1  39.8  22.0 245.7     4.1 40.631 -104.818      10932.3
        2341   10949.7 249.1 -43.8 -52.2  39.5  22.0 245.6     4.1 40.632 -104.818      10936.6
        2342   10953.9 248.9 -43.9 -52.3  39.2  22.0 245.5     4.2 40.632 -104.817      10940.9
        2343   10958.2 248.7 -43.9 -52.4  39.0  22.0 245.4     4.3 40.632 -104.817      10945.2
        2344   10962.5 248.6 -43.9 -52.4  38.8  22.0 245.4     4.3 40.632 -104.817      10949.5
        2345   10966.8 248.4 -43.9 -52.5  38.7  22.0 245.3     4.3 40.632 -104.817      10953.6
        2346   10971.3 248.3 -44.0 -52.5  38.6  22.0 245.2     4.5 40.632 -104.816      10957.7
        2347   10975.8 248.1 -44.0 -52.6  38.4  22.0 245.1     4.5 40.632 -104.816      10961.7
        2348   10980.1 247.9 -44.1 -52.7  38.4  22.0 245.1     4.3 40.632 -104.816      10965.7
        2349   10984.2 247.8 -44.1 -52.7  38.3  22.0 245.0     4.1 40.632 -104.816      10969.8
        2350   10988.6 247.6 -44.2 -52.8  38.3  22.0 245.0     4.4 40.632 -104.815      10974.4
        2351   10993.4 247.4 -44.2 -52.8  38.2  22.0 244.9     4.8 40.632 -104.815      10979.2
        2352   10998.2 247.3 -44.2 -52.8  38.2  22.0 244.9     4.8 40.632 -104.815      10983.9
        2353   11002.7 247.1 -44.3 -52.9  38.1  22.0 244.8     4.4 40.633 -104.815      10988.3
        2354   11006.8 246.9 -44.3 -52.9  38.1  22.0 244.8     4.1 40.633 -104.814      10992.4
        2355   11010.8 246.8 -44.4 -53.0  38.2  22.0 244.8     4.1 40.633 -104.814      10996.6
        2356   11015.0 246.6 -44.4 -53.0  38.3  22.0 244.7     4.2 40.633 -104.814      11001.0
        2357   11019.4 246.5 -44.5 -53.0  38.5  22.0 244.7     4.4 40.633 -104.814      11005.3
        2358   11023.8 246.3 -44.5 -53.0  38.7  22.0 244.7     4.4 40.633 -104.814      11009.7
        2359   11028.1 246.2 -44.5 -53.0  38.8  22.0 244.7     4.3 40.633 -104.813      11014.2
        2360   11032.4 246.0 -44.6 -53.0  39.0  22.0 244.7     4.4 40.633 -104.813      11018.8
        2361   11036.8 245.8 -44.6 -53.0  39.2  22.0 244.7     4.4 40.633 -104.813      11023.3
        2362   11041.0 245.7 -44.6 -53.0  39.4  22.0 244.7     4.2 40.633 -104.813      11027.3
        2363   11045.0 245.5 -44.7 -53.0  39.6  22.0 244.7     4.0 40.633 -104.812      11031.0
        2364   11049.1 245.4 -44.7 -53.0  39.8  22.0 244.7     4.1 40.634 -104.812      11034.9
        2365   11053.3 245.2 -44.8 -53.0  40.0  22.0 244.7     4.2 40.634 -104.812      11039.0
        2366   11057.4 245.1 -44.8 -52.9  40.3  22.0 244.8     4.1 40.634 -104.812      11043.2
        2367   11061.4 244.9 -44.9 -52.9  40.5  22.0 244.8     4.0 40.634 -104.811      11047.4
        2368   11065.5 244.8 -44.9 -52.9  40.8  22.0 244.8     4.1 40.634 -104.811      11051.6
        2369   11069.8 244.6 -44.9 -52.9  41.0  22.0 244.8     4.2 40.634 -104.811      11055.9
        2370   11074.0 244.5 -45.0 -52.9  41.1  22.0 244.8     4.2 40.634 -104.811      11060.2
        2371   11078.4 244.3 -45.0 -52.9  41.2  22.0 244.8     4.4 40.634 -104.810      11064.5
        2372   11082.8 244.2 -45.1 -53.0  41.3  22.0 244.8     4.5 40.634 -104.810      11068.6
        2373   11087.2 244.0 -45.1 -53.0  41.4  22.0 244.8     4.4 40.634 -104.810      11072.6
        2374   11091.5 243.8 -45.2 -53.0  41.4  22.0 244.8     4.2 40.634 -104.810      11076.6
        2375   11095.7 243.7 -45.2 -53.0  41.6  22.0 244.8     4.3 40.634 -104.810      11080.8
        2376   11100.2 243.5 -45.2 -53.0  41.7  22.0 244.8     4.5 40.635 -104.809      11085.3
        2377   11104.8 243.3 -45.3 -53.0  41.8  22.0 244.8     4.6 40.635 -104.809      11090.0
        2378   11109.3 243.2 -45.3 -53.1  41.8  22.0 244.8     4.5 40.635 -104.809      11094.5
        2379   11113.5 243.0 -45.3 -53.1  41.9  22.0 244.8     4.3 40.635 -104.809      11098.8
        2380   11117.6 242.9 -45.4 -53.1  42.1  22.0 244.8     4.1 40.635 -104.808      11103.0
        2381   11121.7 242.7 -45.4 -53.1  42.2  22.0 244.8     4.1 40.635 -104.808      11107.5
        2382   11125.9 242.6 -45.5 -53.1  42.4  22.0 244.8     4.2 40.635 -104.808      11112.0
        2383   11130.1 242.4 -45.5 -53.1  42.5  22.0 244.8     4.2 40.635 -104.808      11116.3
        2384   11134.3 242.3 -45.6 -53.1  42.6  22.1 244.8     4.2 40.635 -104.807      11120.2
        2385   11138.4 242.1 -45.6 -53.2  42.8  22.1 244.8     4.1 40.635 -104.807      11124.1
        2386   11142.6 242.0 -45.6 -53.2  43.0  22.1 244.8     4.1 40.635 -104.807      11128.2
        2387   11146.9 241.8 -45.7 -53.1  43.2  22.1 244.8     4.3 40.635 -104.807      11132.3
        2388   11151.4 241.7 -45.7 -53.1  43.5  22.1 244.8     4.6 40.636 -104.807      11136.4
        2389   11156.2 241.5 -45.7 -53.1  43.8  22.1 244.8     4.8 40.636 -104.806      11140.6
        2390   11160.9 241.3 -45.8 -53.0  44.1  22.1 244.8     4.7 40.636 -104.806      11145.1
        2391   11165.3 241.1 -45.8 -53.0  44.5  22.1 244.9     4.3 40.636 -104.806      11149.5
        2392   11169.5 241.0 -45.8 -53.0  44.8  22.2 244.9     4.2 40.636 -104.806      11153.8
        2393   11173.7 240.8 -45.9 -52.9  45.2  22.2 244.9     4.2 40.636 -104.805      11158.0
        2394   11177.9 240.7 -45.9 -52.9  45.5  22.2 245.0     4.2 40.636 -104.805      11162.3
        2395   11182.0 240.5 -45.9 -52.9  45.8  22.2 245.0     4.1 40.636 -104.805      11166.7
        2396   11186.3 240.4 -46.0 -52.9  46.0  22.2 245.1     4.2 40.636 -104.805      11171.2
        2397   11190.7 240.2 -46.0 -52.9  46.2  22.2 245.1     4.4 40.636 -104.804      11175.7
        2398   11195.1 240.1 -46.1 -52.9  46.3  22.3 245.2     4.4 40.636 -104.804      11180.0
        2399   11199.3 239.9 -46.2 -53.0  46.3  22.3 245.2     4.2 40.636 -104.804      11184.1
        2400   11203.4 239.8 -46.2 -53.0  46.2  22.3 245.3     4.1 40.637 -104.804      11188.2
        2401   11207.6 239.6 -46.2 -53.1  45.9  22.3 245.3     4.2 40.637 -104.803      11192.6
        2402   11211.9 239.5 -46.3 -53.3  45.5  22.3 245.4     4.3 40.637 -104.803      11196.9
        2403   11216.2 239.3 -46.3 -53.4  44.9  22.3 245.5     4.3 40.637 -104.803      11201.2
        2404   11220.4 239.2 -46.4 -53.6  44.2  22.3 245.5     4.2 40.637 -104.803      11205.3
        2405   11224.5 239.0 -46.4 -53.8  43.4  22.4 245.6     4.1 40.637 -104.802      11209.4
        2406   11228.6 238.9 -46.4 -54.0  42.5  22.4 245.6     4.1 40.637 -104.802      11213.5
        2407   11232.8 238.7 -46.4 -54.1  41.7  22.4 245.7     4.2 40.637 -104.802      11217.6
        2408   11237.2 238.6 -46.5 -54.3  40.8  22.4 245.8     4.4 40.637 -104.802      11222.0
        2409   11241.6 238.4 -46.5 -54.5  40.1  22.4 245.8     4.4 40.637 -104.801      11226.5
        2410   11246.1 238.2 -46.5 -54.7  39.6  22.4 245.9     4.4 40.637 -104.801      11231.2
        2411   11250.5 238.1 -46.6 -54.8  39.2  22.4 245.9     4.5 40.637 -104.801      11235.9
        2412   11255.0 237.9 -46.6 -54.9  39.0  22.4 246.0     4.5 40.638 -104.801      11240.5
        2413   11259.3 237.8 -46.7 -54.9  38.9  22.4 246.0     4.3 40.638 -104.801      11245.0
        2414   11263.3 237.6 -46.7 -55.0  38.8  22.4 246.1     4.0 40.638 -104.800      11249.3
        2415   11267.2 237.5 -46.7 -55.0  38.7  22.4 246.1     3.9 40.638 -104.800      11253.5
        2416   11271.5 237.3 -46.8 -55.1  38.7  22.4 246.2     4.2 40.638 -104.800      11257.7
        2417   11276.1 237.2 -46.8 -55.1  38.8  22.4 246.2     4.6 40.638 -104.800      11261.9
        2418   11280.8 237.0 -46.9 -55.1  39.1  22.4 246.3     4.8 40.638 -104.799      11266.0
        2419   11285.5 236.8 -46.9 -55.1  39.4  22.4 246.3     4.7 40.638 -104.799      11270.3
        2420   11290.0 236.7 -46.9 -55.0  39.7  22.4 246.4     4.4 40.638 -104.799      11274.9
        2421   11294.2 236.5 -46.9 -55.0  39.9  22.3 246.4     4.2 40.638 -104.799      11279.5
        2422   11298.5 236.4 -47.0 -55.0  40.1  22.3 246.5     4.3 40.638 -104.798      11283.9
        2423   11302.8 236.2 -47.0 -55.0  40.3  22.3 246.5     4.4 40.638 -104.798      11288.2
        2424   11307.2 236.0 -47.1 -55.0  40.5  22.3 246.6     4.4 40.639 -104.798      11292.4
        2425   11311.8 235.9 -47.1 -55.0  40.6  22.3 246.6     4.6 40.639 -104.798      11296.8
        2426   11316.6 235.7 -47.2 -55.0  40.7  22.3 246.6     4.8 40.639 -104.797      11301.2
        2427   11321.4 235.5 -47.2 -55.1  40.7  22.3 246.7     4.8 40.639 -104.797      11305.6
        2428   11326.0 235.4 -47.3 -55.1  40.7  22.3 246.7     4.6 40.639 -104.797      11310.2
        2429   11330.4 235.2 -47.3 -55.2  40.7  22.2 246.8     4.3 40.639 -104.797      11314.9
        2430   11334.5 235.1 -47.3 -55.2  40.6  22.2 246.8     4.1 40.639 -104.796      11319.4
        2431   11338.8 234.9 -47.4 -55.3  40.4  22.2 246.8     4.3 40.639 -104.796      11324.0
        2432   11343.3 234.8 -47.4 -55.4  40.3  22.2 246.9     4.6 40.639 -104.796      11328.6
        2433   11348.0 234.6 -47.5 -55.4  40.2  22.2 246.9     4.7 40.639 -104.796      11333.3
        2434   11352.6 234.4 -47.5 -55.5  40.1  22.2 246.9     4.6 40.639 -104.795      11337.8
        2435   11357.2 234.3 -47.5 -55.5  40.0  22.1 246.9     4.5 40.639 -104.795      11342.4
        2436   11361.8 234.1 -47.6 -55.6  39.9  22.1 246.9     4.6 40.639 -104.795      11347.0
        2437   11366.3 233.9 -47.6 -55.6  39.9  22.1 246.9     4.5 40.640 -104.795      11351.5
        2438   11370.5 233.8 -47.7 -55.6  40.0  22.1 247.0     4.2 40.640 -104.794      11355.9
        2439   11374.6 233.7 -47.7 -55.6  40.1  22.1 247.0     4.0 40.640 -104.794      11360.1
        2440   11378.8 233.5 -47.7 -55.6  40.4  22.1 247.0     4.2 40.640 -104.794      11364.2
